                                    lz                                    | mp_code |                mp_name                |     mn_name      |      dc_name       |  pr_name   
 59204 - ZANWC: North western open access cattle crops                    |  984038 | Kgobokwane                            | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  984022 | Khubetswane                           | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59204 - ZANWC: North western open access cattle crops                    |  984061 | Kikvorschfontein                      | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59355 - ZAHOI: Highveld Olifants River irrigated farming                 |  984037 | Klipbank                              | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59252 - ZALEM: Limpopo Escarpment Mixed Farming                          |  984075 | Laersdrift                            | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  984003 | Legolaneng                            | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59204 - ZANWC: North western open access cattle crops                    |  984041 | Lehwelere                             | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  984009 | Luckau                                | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59204 - ZANWC: North western open access cattle crops                    |  984053 | Lusaka                                | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59204 - ZANWC: North western open access cattle crops                    |  984052 | Magakadimeng                          | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  984017 | Makaepea                              | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  984005 | Makgophong                            | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  984013 | Makgukubjane                          | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59880 - ZAULT: Formal residential in traditional tenure                  |  984071 | Malaeneng                             | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59155 - ZAHGR: Highveld cattle and game farming                          |  984058 | Maleoskop                             | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  984028 | Manyanga                              | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59880 - ZAULT: Formal residential in traditional tenure                  |  984074 | Marapong                              | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  984025 | Maratheng                             | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59151 - ZALER: Central Limpopo cattle ranching                           |  984043 | Masoyeng                              | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  984031 | Mathula                               | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  984006 | Mmotwaneng                            | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59204 - ZANWC: North western open access cattle crops                    |  984050 | Mogomane                              | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  984015 | Monsterlus                            | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59880 - ZAULT: Formal residential in traditional tenure                  |  984015 | Monsterlus                            | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  984016 | Morwaneng                             | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59831 - ZAUIS: Urban, residential, informal better serviced              |  984033 | Motetema                              | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59881 - ZAULM: Urban, residential, low-rise affluent and middle-income   |  984033 | Motetema                              | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59204 - ZANWC: North western open access cattle crops                    |  984056 | Moteti                                | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  984007 | Motsephiri                            | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59204 - ZANWC: North western open access cattle crops                    |  984051 | Mpheleng                              | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  984032 | Mphurome                              | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59204 - ZANWC: North western open access cattle crops                    |  984044 | Naganeng                              | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  984030 | Nkadimeng                             | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  984029 | Nkosini                               | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59204 - ZANWC: North western open access cattle crops                    |  984072 | Ntwane                                | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59204 - ZANWC: North western open access cattle crops                    |  984064 | Phooko                                | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59204 - ZANWC: North western open access cattle crops                    |  984066 | Phookwane                             | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59204 - ZANWC: North western open access cattle crops                    |  984062 | Phukukane                             | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  984008 | Posa                                  | Elias Motsoaledi | Greater Sekhukhune | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  984018 | Ramogwerane                           | Elias Motsoaledi | Greater Sekhukhune | Limpopo
